Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Is opened?,Device,Within work hours,Within workdays,Department color,Department aura,Predicted_Sentiment,Confidence_Score
643,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Security Alerts,2024-03-29,opened,desktop,no,yes,purple,aura8,neutral,0.8322566151618958
644,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,2024-03-28,opened,desktop,yes,yes,purple,aura8,neutral,0.808040976524353
645,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-27,opened,desktop,yes,yes,purple,aura8,neutral,0.7993121147155762
646,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-28,opened,desktop,no,yes,purple,aura8,neutral,0.7993121147155762
647,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,2024-03-26,opened,desktop,yes,yes,purple,aura8,negative,0.5376729369163513
648,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,2024-03-11,opened,desktop,no,yes,purple,aura8,neutral,0.808040976524353
649,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-27,opened,desktop,yes,yes,purple,aura8,neutral,0.7993121147155762
650,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,2024-03-13,opened,mobile,yes,yes,purple,aura8,negative,0.5376729369163513
651,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,HR related topics,2024-03-14,opened,desktop,yes,yes,blue,aura4,neutral,0.8412798047065735
652,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-19,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
653,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Vendor Relations,2024-03-30,opened,desktop,no,no,blue,aura4,neutral,0.883733332157135
654,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Vendor Relations,2024-03-13,opened,desktop,yes,yes,blue,aura4,neutral,0.883733332157135
655,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-05,opened,mobile,no,yes,blue,aura4,neutral,0.8804826140403748
656,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-06,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
657,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-15,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
658,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,2024-03-18,opened,desktop,yes,yes,blue,aura4,neutral,0.808040976524353
659,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,2024-03-26,opened,desktop,yes,yes,blue,aura4,neutral,0.7993121147155762
660,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,2024-03-14,opened,desktop,yes,yes,blue,aura4,neutral,0.808040976524353
661,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-27,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
662,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-28,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
663,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,2024-03-24,opened,desktop,no,no,blue,aura4,neutral,0.8804826140403748
664,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Vendor Relations,2024-03-13,opened,desktop,yes,yes,blue,aura4,neutral,0.883733332157135
665,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-15,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
666,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-12,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
667,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,2024-03-11,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
668,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-20,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
669,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-14,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
670,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Legal Matters,2024-03-22,opened,desktop,yes,yes,blue,aura4,neutral,0.7993121147155762
671,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Product Development,2024-03-27,opened,desktop,yes,yes,blue,aura4,positive,0.5200981497764587
672,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
673,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Vendor Relations,2024-03-27,opened,mobile,no,yes,blue,aura4,neutral,0.883733332157135
674,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-29,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
675,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-29,unopened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
676,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Training and Development,2024-03-11,opened,desktop,yes,yes,blue,aura4,neutral,0.6831164360046387
677,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,2024-03-19,unopened,mobile,yes,yes,blue,aura4,neutral,0.8804826140403748
678,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-13,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
679,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Operational Issues,2024-03-20,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
680,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Operational Issues,2024-03-26,unopened,mobile,yes,yes,blue,aura4,negative,0.5376729369163513
681,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,2024-03-28,opened,mobile,yes,yes,blue,aura4,neutral,0.8804826140403748
682,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,2024-03-18,opened,mobile,yes,yes,blue,aura4,neutral,0.8804826140403748
683,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Project Updates,2024-03-24,opened,desktop,no,no,blue,aura4,neutral,0.808040976524353
684,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-28,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
685,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-30,opened,desktop,no,no,blue,aura4,neutral,0.7378632426261902
686,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-02,opened,desktop,no,no,blue,aura4,neutral,0.7378632426261902
687,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Vendor Relations,2024-03-26,opened,desktop,yes,yes,blue,aura4,neutral,0.883733332157135
688,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-27,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
689,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Internal Policies and Procedures,2024-03-16,opened,mobile,no,no,blue,aura4,neutral,0.8016245365142822
690,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-29,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
691,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Internal Policies and Procedures,2024-03-07,opened,desktop,yes,yes,blue,aura4,neutral,0.8016245365142822
692,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-06,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
693,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-15,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
694,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-07,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
695,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,2024-03-27,opened,mobile,yes,yes,blue,aura4,negative,0.5376729369163513
696,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,2024-03-15,opened,mobile,yes,yes,blue,aura4,neutral,0.808040976524353
697,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-12,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
698,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-29,opened,mobile,yes,yes,blue,aura4,neutral,0.8804826140403748
699,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-22,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
700,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-26,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
701,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,2024-03-02,opened,desktop,no,no,blue,aura4,neutral,0.808040976524353
702,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-29,opened,desktop,yes,yes,blue,aura4,neutral,0.8804826140403748
703,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-20,opened,desktop,yes,yes,blue,aura4,neutral,0.8804826140403748
704,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-12,opened,desktop,no,yes,blue,aura4,neutral,0.8804826140403748
705,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-02,opened,desktop,no,no,blue,aura4,neutral,0.8804826140403748
706,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,2024-03-14,opened,mobile,yes,yes,blue,aura4,negative,0.5376729369163513
707,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,HR related topics,2024-03-19,opened,desktop,yes,yes,blue,aura4,neutral,0.8412798047065735
708,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-25,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
709,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-12,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
710,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-11,opened,desktop,no,yes,blue,aura4,neutral,0.8804826140403748
711,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,2024-03-26,opened,mobile,yes,yes,blue,aura4,negative,0.5376729369163513
712,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-18,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
713,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-05,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
714,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,2024-03-05,opened,desktop,no,yes,blue,aura4,neutral,0.808040976524353
715,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-11,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
716,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Security Alerts,2024-03-21,unopened,desktop,yes,yes,blue,aura4,neutral,0.8322566151618958
717,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Legal Matters,2024-03-20,opened,desktop,yes,yes,blue,aura4,neutral,0.7993121147155762
718,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-06,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
719,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-22,opened,mobile,yes,yes,blue,aura4,neutral,0.8804826140403748
720,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-18,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
721,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-14,opened,desktop,yes,yes,blue,aura4,neutral,0.8804826140403748
722,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-05,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
723,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
724,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,2024-03-07,unopened,mobile,yes,yes,blue,aura4,negative,0.5376729369163513
725,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-29,opened,desktop,yes,yes,blue,aura4,neutral,0.8804826140403748
726,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-12,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
727,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-01,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
728,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Product Development,2024-03-28,opened,desktop,yes,yes,blue,aura4,positive,0.5200981497764587
729,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-24,opened,mobile,no,no,blue,aura4,neutral,0.7378632426261902
730,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-16,opened,desktop,no,no,blue,aura4,neutral,0.7378632426261902
731,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-18,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
732,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-28,opened,mobile,yes,yes,blue,aura4,neutral,0.8804826140403748
733,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Security Alerts,2024-03-19,opened,mobile,yes,yes,blue,aura4,neutral,0.8322566151618958
734,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Technical Support,2024-03-13,opened,desktop,yes,yes,blue,aura4,neutral,0.6735418438911438
735,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-11,opened,desktop,yes,yes,blue,aura4,neutral,0.8804826140403748
736,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Operational Issues,2024-03-20,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
737,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Internal Policies and Procedures,2024-03-20,opened,desktop,yes,yes,blue,aura4,neutral,0.8016245365142822
738,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-30,opened,mobile,no,no,blue,aura4,neutral,0.7378632426261902
739,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-13,opened,desktop,yes,yes,blue,aura4,neutral,0.8016245365142822
740,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-22,opened,desktop,yes,yes,blue,aura4,neutral,0.8016245365142822
741,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,2024-03-14,opened,desktop,yes,yes,blue,aura4,neutral,0.8804826140403748
742,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Vendor Relations,2024-03-27,opened,mobile,yes,yes,blue,aura4,neutral,0.883733332157135
743,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,2024-03-12,opened,desktop,yes,yes,blue,aura4,neutral,0.7993121147155762
744,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-12,unopened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
745,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-28,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
746,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,2024-03-12,opened,desktop,yes,yes,blue,aura4,neutral,0.7993121147155762
747,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-12,opened,desktop,no,yes,blue,aura4,neutral,0.7378632426261902
748,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-13,opened,desktop,yes,yes,blue,aura4,neutral,0.8016245365142822
749,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,2024-03-07,opened,desktop,yes,yes,blue,aura4,neutral,0.808040976524353
750,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-12,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
751,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Project Updates,2024-03-07,opened,desktop,yes,yes,blue,aura4,neutral,0.808040976524353
752,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-20,unopened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
753,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Vendor Relations,2024-03-07,opened,desktop,no,yes,blue,aura4,neutral,0.883733332157135
754,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,2024-03-07,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
755,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,2024-03-26,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
756,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,2024-03-29,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
757,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,2024-03-20,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
758,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-28,opened,desktop,yes,yes,blue,aura4,neutral,0.8016245365142822
759,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Training and Development,2024-03-20,opened,desktop,yes,yes,blue,aura4,neutral,0.6831164360046387
760,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-26,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
761,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,2024-03-14,opened,mobile,yes,yes,blue,aura4,neutral,0.8804826140403748
762,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,2024-03-05,opened,desktop,no,yes,blue,aura4,neutral,0.8016245365142822
763,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Client Related Communication,2024-03-27,opened,mobile,yes,yes,blue,aura4,neutral,0.83217453956604
764,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-05,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
765,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-22,opened,desktop,yes,yes,blue,aura4,neutral,0.8804826140403748
766,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Operational Issues,2024-03-28,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
767,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-05,opened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
768,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,2024-03-14,opened,mobile,yes,yes,blue,aura4,neutral,0.7378632426261902
769,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Project Updates,2024-03-29,opened,desktop,yes,yes,blue,aura4,neutral,0.808040976524353
770,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Legal Matters,2024-03-06,opened,desktop,yes,yes,blue,aura4,neutral,0.7993121147155762
771,Roger Tabbernor,Professional,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,2024-03-22,unopened,desktop,yes,yes,blue,aura4,neutral,0.7378632426261902
772,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Legal Matters,2024-03-14,opened,desktop,yes,yes,brown,aura9,neutral,0.7993121147155762
773,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Operational Issues,2024-03-02,opened,desktop,no,no,brown,aura9,negative,0.5376729369163513
774,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,2024-03-06,opened,desktop,no,yes,brown,aura9,positive,0.5200981497764587
775,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Training and Development,2024-03-05,unopened,desktop,no,yes,brown,aura9,neutral,0.6831164360046387
776,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Project Updates,2024-03-01,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
777,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,2024-03-07,opened,mobile,no,yes,brown,aura9,positive,0.5200981497764587
778,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,2024-03-05,opened,desktop,no,yes,brown,aura9,positive,0.5200981497764587
779,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-07,opened,mobile,no,yes,brown,aura9,positive,0.5200981497764587
780,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Training and Development,2024-03-28,opened,desktop,yes,yes,brown,aura9,neutral,0.6831164360046387
781,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,2024-03-02,opened,mobile,no,no,brown,aura9,neutral,0.8016245365142822
782,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-06,unopened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
783,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-03,opened,desktop,no,no,brown,aura9,positive,0.5200981497764587
784,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,2024-03-11,opened,mobile,yes,yes,brown,aura9,neutral,0.808040976524353
785,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Operational Issues,2024-03-22,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
786,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-17,opened,mobile,no,no,brown,aura9,positive,0.5200981497764587
787,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Meeting Scheduling,2024-03-14,opened,mobile,yes,yes,brown,aura9,neutral,0.8804826140403748
788,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,2024-03-13,opened,desktop,no,yes,brown,aura9,neutral,0.808040976524353
789,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-15,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
790,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-25,opened,desktop,no,yes,brown,aura9,positive,0.5200981497764587
791,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-07,unopened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
792,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,2024-03-13,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
793,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-28,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
794,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Project Updates,2024-03-30,unopened,desktop,no,no,brown,aura9,neutral,0.808040976524353
795,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-08,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
796,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,2024-03-07,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
797,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,brown,aura9,neutral,0.7378632426261902
798,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-03,opened,mobile,no,no,brown,aura9,positive,0.5200981497764587
799,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-21,opened,desktop,yes,yes,brown,aura9,neutral,0.8804826140403748
800,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Training and Development,2024-03-14,opened,desktop,yes,yes,brown,aura9,neutral,0.6831164360046387
